Date,Flight number,From,To,Dep time,Arr time,Duration,Airline,Aircraft,Registration,Seat number,Seat type,Flight class,Flight reason,Note,Dep_id,Arr_id,Airline_id,Aircraft_id
2020/3/1,CZ348,Paris / Charles de Gaulle (CDG/LFPG),Guangzhou / Canton-Baiyun (CAN/ZGGG),12:25:00,6:00:00,11:35:00,China Southern Airlines (CZ/CSN),Airbus A380-800 (A388),,,0,0,0,2,509,478,207,39
2020/3/1,CZ350,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Guangzhou / Canton-Baiyun (CAN/ZGGG),15:35:00,20:00:00,4:25:00,China Southern Airlines (CZ/CSN),Boeing 787-9 (B789),,,0,0,0,2,1527,478,207,2088
2020/3/2,CZ350,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Guangzhou / Canton-Baiyun (CAN/ZGGG),15:35:00,20:00:00,4:25:00,China Southern Airlines (CZ/CSN),Boeing 787-9 (B789),,,0,0,0,5,1527,478,207,2088
2020/3/1,CZ388,Jakarta / Soekarno Hatta (CGK/WIII),Guangzhou / Canton-Baiyun (CAN/ZGGG),7:45:00,13:55:00,5:10:00,China Southern Airlines (CZ/CSN),Boeing 787-9 (B789),,,0,0,0,6,534,478,207,2088
2019/12/21,CZ392,Dhaka / Zia (DAC/VGZR),Guangzhou / Canton-Baiyun (CAN/ZGGG),2:50:00,8:25:00,3:35:00,China Southern Airlines (CZ/CSN),Airbus A330 (A330),,,0,0,0,4,670,478,207,29
2019/12/21,CZ6068,Kathmandu / Tribhuvan (KTM/VNKT),Guangzhou / Canton-Baiyun (CAN/ZGGG),12:15:00,18:50:00,3:35:00,China Southern Airlines (CZ/CSN),Airbus A330-300 (A333),,,0,0,0,6,1515,478,207,31
2019/12/21,CZ6092,Vientiane / Wattay (VTE/VLVT),Guangzhou / Canton-Baiyun (CAN/ZGGG),19:10:00,22:15:00,2:05:00,China Southern Airlines (CZ/CSN),Boeing 737-800 (B738),,,0,0,0,5,3244,478,207,231
2020/7/1,CZ628,Tokyo / Narita (NRT/RJAA),Shenyang / Taoxian (SHE/ZYTX),13:40:00,16:10:00,3:30:00,China Southern Airlines (CZ/CSN),Airbus A330-300 (A333),,,0,0,0,4,2105,3796,207,31
2020/7/1,CZ682,Seoul / Incheon (ICN/RKSI),Shenyang / Taoxian (SHE/ZYTX),12:45:00,13:30:00,1:45:00,China Southern Airlines (CZ/CSN),Airbus A330-300 (A333),,,0,0,0,7,3602,3796,207,31
2020/3/1,CZ8102,Tokyo / Narita (NRT/RJAA),Guangzhou / Canton-Baiyun (CAN/ZGGG),14:15:00,18:05:00,4:50:00,China Southern Airlines (CZ/CSN),Airbus A380-800 (A388),,,0,0,0,3,2105,478,207,39
2020/5/25,CZ8144,Seoul / Incheon (ICN/RKSI),Zhengzhou / Zhengzhou (CGO/ZHCC),20:30:00,22:50:00,3:20:00,China Southern Airlines (CZ/CSN),Boeing 737-800 (B738),,,0,0,0,6,3602,536,207,231
2019/12/2,CZ8314,Phnom Penh / Pochentong (PNH/VDPP),Guangzhou / Canton-Baiyun (CAN/ZGGG),12:05:00,15:40:00,2:35:00,China Southern Airlines (CZ/CSN),Boeing 787-9 (B789),,,0,0,0,2,2362,478,207,2088
2019/12/1,CZ8314,Phnom Penh / Pochentong (PNH/VDPP),Guangzhou / Canton-Baiyun (CAN/ZGGG),12:05:00,15:40:00,2:35:00,China Southern Airlines (CZ/CSN),Boeing 787-9 (B789),,,0,0,0,1,2362,478,207,2088
2020/5/11,D7302,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Hangzhou / Xiaoshan (HGH/ZSHC),8:05:00,13:10:00,5:05:00,AirAsia X (D7/XAX),Airbus A330-300 (A333),,,0,0,0,1,1527,1121,1128,31
2020/2/21,DL283,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Shanghai / Pudong (PVG/ZSPD),19:25:00,0:15:00,16:50:00,Delta Air Lines (DL/DAL),Airbus A350-900 (A359),,,0,0,0,5,756,3653,223,2110
2020/2/22,DL283,Detroit / Detroit Metropolitan Wayne Co (DTW/KDTW),Shanghai / Pudong (PVG/ZSPD),19:25:00,0:15:00,16:50:00,Delta Air Lines (DL/DAL),Airbus A350-900 (A359),,,0,0,0,1,756,3653,223,2110
2020/2/21,DL287,Seattle / Seattle-Tacoma (SEA/KSEA),Shanghai / Pudong (PVG/ZSPD),23:30:00,4:45:00,14:15:00,Delta Air Lines (DL/DAL),Airbus A350-900 (A359),,,0,0,0,4,2627,3653,223,2110
2020/2/22,DL287,Seattle / Seattle-Tacoma (SEA/KSEA),Shanghai / Pudong (PVG/ZSPD),23:30:00,4:45:00,14:15:00,Delta Air Lines (DL/DAL),Airbus A350-900 (A359),,,0,0,0,2,2627,3653,223,2110
2020/3/10,EK362,Dubai / Dubai International (DXB/OMDB),Guangzhou / Canton-Baiyun (CAN/ZGGG),4:20:00,15:45:00,7:25:00,Emirates (EK/UAE),Airbus A380-800 (A388),,,0,0,0,6,768,478,807,39
2020/3/11,ET606,Addis Ababa / Bole (ADD/HAAB),Guangzhou / Canton-Baiyun (CAN/ZGGG),23:55:00,14:55:00,10:00:00,Ethiopian Airlines (ET/ETH),Boeing 777-300ER (B77W),,,0,0,0,6,37,478,277,2023
2020/6/11,ET636,Addis Ababa / Bole (ADD/HAAB),Chengdu / Shuangliu (CTU/ZUUU),2:35:00,17:50:00,10:15:00,Ethiopian Airlines (ET/ETH),Airbus A350-900 (A359),,,0,0,0,4,37,633,277,2110
2020/2/11,ET684,Addis Ababa / Bole (ADD/HAAB),Shanghai / Pudong (PVG/ZSPD),23:00:00,15:40:00,11:40:00,Ethiopian Airlines (ET/ETH),Airbus A350-900 (A359),,,0,0,0,1,37,3653,277,2110
2020/2/11,EY862,Abu Dhabi / Abu Dhabi (AUH/OMAA),Shanghai / Pudong (PVG/ZSPD),1:00:00,13:50:00,8:50:00,Etihad Airways (EY/ETD),Boeing 777-300ER (B77W),,,0,0,0,1,188,3653,276,2023
2019/11/25,FD326,Bangkok / Don Mueang International (DMK/VTBD),Nanjing / Nanjing (NKG/ZSNJ),17:35:00,22:25:00,3:50:00,Thai AirAsia (FD/AIQ),Airbus A320-200 (A320),,,0,0,0,3(MNL-DMK-NKG),3565,2066,1077,2059
2019/11/26,FD540,Bangkok / Don Mueang International (DMK/VTBD),Changsha / Huanghua (CSX/ZGHA),16:50:00,21:10:00,3:20:00,Thai AirAsia (FD/AIQ),Airbus A320-200 (A320),,,0,0,0,2(MNL-DMK-CSX),3565,624,1077,2059
2019/11/11,FM834,Bangkok / Suvarnabhumi (BKK/VTBS),Shanghai / Pudong (PVG/ZSPD),16:50:00,22:25:00,4:35:00,Shanghai Airlines (FM/CSH),Boeing 737-800 (B738),,,0,0,0,6,331,3653,206,231
2020/2/1,FM886,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Shanghai / Pudong (PVG/ZSPD),16:10:00,22:10:00,6:00:00,Shanghai Airlines (FM/CSH),Boeing 787-9 (B789),,,0,0,0,7,1527,3653,206,2088
2019/11/21,GA898,Jakarta / Soekarno Hatta (CGK/WIII),Guangzhou / Canton-Baiyun (CAN/ZGGG),8:25:00,14:45:00,5:20:00,Garuda Indonesia (GA/GIA),Airbus A330-300 (A333),,,0,0,0,4,534,478,327,31
2020/5/11,GJ8502,Osaka / Kansai (KIX/RJBB),Hangzhou / Xiaoshan (HGH/ZSHC),18:00:00,19:55:00,2:55:00,Eurofly (GJ/EEZ),Airbus A320-200 (A320),,,0,0,0,6,3597,1121,254,2059
2020/5/11,GJ8508,Seoul / Incheon (ICN/RKSI),Hangzhou / Xiaoshan (HGH/ZSHC),17:25:00,18:55:00,2:30:00,LongJiang Airlines (LT/SNG),Airbus A320-200 (A320),,,0,0,0,4,3602,1121,1678,2059
2020/2/5,HO1334,Osaka / Kansai (KIX/RJBB),Shanghai / Pudong (PVG/ZSPD),18:00:00,19:30:00,2:30:00,Juneyao Airlines (HO/DKH),Boeing 787-9 (B789),,,0,0,0,2,3597,3653,1368,2088
2019/11/11,HO1358,Bangkok / Suvarnabhumi (BKK/VTBS),Shanghai / Pudong (PVG/ZSPD),1:30:00,6:55:00,4:25:00,Juneyao Airlines (HO/DKH),Airbus A320-200 (A320),,,0,0,0,5,331,3653,1368,2059
2019/11/1,HO1606,Singapore / Changi (SIN/WSSS),Shanghai / Pudong (PVG/ZSPD),22:55:00,3:55:00,5:00:00,Juneyao Airlines (HO/DKH),Boeing 787-9 (B789),,,0,0,0,5,2672,3653,1368,2088
2020/2/5,HO1608,Helsinki / Vantaa (HEL/EFHK),Shanghai / Pudong (PVG/ZSPD),16:30:00,6:30:00,9:00:00,Juneyao Airlines (HO/DKH),Boeing 787-9 (B789),,,0,0,0,7,1110,3653,1368,2088
2020/5/1,HO1610,Nanjing / Nanjing (NKG/ZSNJ),Osaka / Kansai (KIX/RJBB),13:20:00,16:40:00,2:20:00,Juneyao Airlines (HO/DKH),Airbus A321 (A321),,,0,0,0,4(789->321),2066,3597,1368,28
2019/11/11,HO1642,Bangkok / Suvarnabhumi (BKK/VTBS),Guiyang / Guiyang (KWE/ZUGY),15:30:00,19:30:00,3:00:00,Juneyao Airlines (HO/DKH),Airbus A321-200 (A321),,,0,0,0,4,331,1535,1368,2076
2020/5/25,HO1666,Helsinki / Vantaa (HEL/EFHK),Zhengzhou / Zhengzhou (CGO/ZHCC),20:30:00,10:00:00,8:30:00,Juneyao Airlines (HO/DKH),Boeing 787-9 (B789),,,0,0,0,1,1110,536,1368,2088
2020/6/1,HU492,Brussels / Brussels (BRU/EBBR),Xian / Xianyang (XIY/ZLXY),15:00:00,7:20:00,10:20:00,Hainan Airlines (HU/CHH),Airbus A330-300 (A333),,,0,0,0,2,403,3280,181,31
2020/6/2,HU492,Brussels / Brussels (BRU/EBBR),Xian / Xianyang (XIY/ZLXY),15:00:00,7:20:00,10:20:00,Hainan Airlines (HU/CHH),Airbus A330-300 (A333),,,0,0,0,6,403,3280,181,31
2020/6/2,HU7976,Toronto / Pearson (YYZ/CYYZ),Xian / Xianyang (XIY/ZLXY),17:20:00,21:35:00,16:15:00,Hainan Airlines (HU/CHH),Boeing 787-9 (B789),,,0,0,0,3,3500,3280,181,2088
2020/1/21,HU7976,Toronto / Pearson (YYZ/CYYZ),Beijing / Peking-Capital (PEK/ZBAA),17:20:00,19:00:00,13:40:00,Hainan Airlines (HU/CHH),Boeing 787-9 (B789),,,0,0,0,7,3500,2292,181,2088
2020/3/11,IA473,Baghdad / Baghdad International (BGW/ORBI),Guangzhou / Canton-Baiyun (CAN/ZGGG),23:30:00,13:00:00,8:30:00,Iraqi Airways (IA/IAW),Airbus A330 (A330),,,0,0,0,1,3662,478,375,29
2019/11/21,ID7623,Jakarta / Soekarno Hatta (CGK/WIII),Nanning / Wuxu (NNG/ZGNN),13:25:00,19:00:00,4:35:00,Batik Air (ID/BTK),Airbus A320-200 (A320),,,0,0,0,2,534,2080,1890,2059
2019/12/21,IJ213,Tokyo / Narita (NRT/RJAA),Harbin / Yanjiagang (HRB/ZYHB),7:35:00,9:35:00,3:00:00,Air Liberte (IJ/LIB),Boeing 737-800 (B738),,,0,0,0,7,2105,1170,1261,231
2019/12/11,J25069,Baku / Heydar Aliyev (GYD/UBBB),Xian / Xianyang (XIY/ZLXY),18:30:00,5:00:00,6:30:00,AZAL Azerbaijan Airlines (J2/AHY),Boeing 787-8 (B788),,,0,0,0,1(GYD-XIY-PEK-GYD),216,3280,41,2087
2020/6/1,JD430,Lisbon / Portela (LIS/LPPT),Xian / Xianyang (XIY/ZLXY),9:55:00,5:00:00,12:05:00,Japan Air System (JD/JAS),Airbus A330-300 (A333),,,0,0,0,6,1632,3280,1409,31
2020/6/2,JD430,Lisbon / Portela (LIS/LPPT),Xian / Xianyang (XIY/ZLXY),9:55:00,5:00:00,12:05:00,Japan Air System (JD/JAS),Airbus A330-300 (A333),,,0,0,0,4,1632,3280,1409,31
2020/7/11,JD432,London / Heathrow (LHR/EGLL),Qingdao / Liuting (TAO/ZSQD),22:30:00,17:00:00,11:30:00,Japan Air System (JD/JAS),Airbus A330-300 (A333),,,0,0,0,5,1618,2854,1409,31
2020/7/5,JL829,Tokyo / Narita (NRT/RJAA),Dalian / Zhoushuizi (DLC/ZYTL),9:35:00,11:45:00,3:10:00,Japan Airlines (JL/JAL),Boeing 787-9 (B789),,,0,0,0,2,2105,720,406,2088
2020/7/6,JL829,Tokyo / Narita (NRT/RJAA),Dalian / Zhoushuizi (DLC/ZYTL),18:20:00,20:45:00,3:25:00,Japan Airlines (JL/JAL),Boeing 787-9 (B789),,,0,0,0,4,2105,720,406,2088
2020/7/7,JL829,Tokyo / Narita (NRT/RJAA),Dalian / Zhoushuizi (DLC/ZYTL),9:35:00,11:45:00,3:10:00,Japan Airlines (JL/JAL),Boeing 787-9 (B789),,,0,0,0,5,2105,720,406,2088
2020/3/11,JL87,Tokyo / Narita (NRT/RJAA),Guangzhou / Canton-Baiyun (CAN/ZGGG),8:40:00,12:30:00,4:50:00,Japan Airlines (JL/JAL),Boeing 787-8 (B788),,,0,0,0,5,2105,478,406,2087
2019/12/11,K6668,Phnom Penh / Pochentong (PNH/VDPP),Guangzhou / Canton-Baiyun (CAN/ZGGG),8:35:00,12:35:00,3:00:00,Cambodia Angkor Air (K6/KHV),Airbus A320-200 (A320),,,0,0,0,4,2362,478,1277,2059
2019/12/12,K6894,Phnom Penh / Pochentong (PNH/VDPP),Zhengzhou / Zhengzhou (CGO/ZHCC),13:25:00,18:30:00,4:05:00,Cambodia Angkor Air (K6/KHV),Airbus A320-200 (A320),,,0,0,0,1,2362,536,1277,2059
2019/12/11,K6894,Phnom Penh / Pochentong (PNH/VDPP),Zhengzhou / Zhengzhou (CGO/ZHCC),13:25:00,18:30:00,4:05:00,Cambodia Angkor Air (K6/KHV),Airbus A320-200 (A320),,,0,0,0,1,2362,536,1277,2059
2020/1/11,KE805,Seoul / Incheon (ICN/RKSI),Tianjin / Binhai (TSN/ZBTJ),9:15:00,10:10:00,1:55:00,Korean Air Lines (KE/KAL),Boeing 777-300 (B773),,,0,0,0,2,3602,3023,425,247
2020/7/2,KE831,Seoul / Incheon (ICN/RKSI),Shenyang / Taoxian (SHE/ZYTX),8:05:00,8:55:00,1:50:00,Korean Air Lines (KE/KAL),Boeing 777-300 (B773),,,0,0,0,5,3602,3796,425,247
2020/3/11,KE865,Seoul / Incheon (ICN/RKSI),Guangzhou / Canton-Baiyun (CAN/ZGGG),8:50:00,11:30:00,3:40:00,Korean Air Lines (KE/KAL),Airbus A380-800 (A388),,,0,0,0,3,3602,478,425,39
2020/5/25,KE809,Seoul / Incheon (ICN/RKSI),Zhengzhou / Zhengzhou (CGO/ZHCC),13:00:00,14:40:00,2:40:00,Korean Air Lines (KE/KAL),Boeing 737-800 (B738),,,0,0,0,6,3602,536,425,231
2020/5/11,KL821,Amsterdam / Schiphol (AMS/EHAM),Hangzhou / Xiaoshan (HGH/ZSHC),18:55:00,14:55:00,14:00:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 777-200 (B772),,,0,0,0,4,122,1121,440,246
2020/5/12,KL821,Amsterdam / Schiphol (AMS/EHAM),Hangzhou / Xiaoshan (HGH/ZSHC),18:55:00,15:00:00,14:05:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 777-200 (B772),,,0,0,0,7,122,1121,440,246
2020/2/21,KL857,Amsterdam / Schiphol (AMS/EHAM),Shanghai / Pudong (PVG/ZSPD),18:55:00,14:55:00,14:00:00,KLM Royal Dutch Airlines (KL/KLM),Boeing 777-200 (B772),,,0,0,0,2,122,3653,440,246
2020/3/10,KQ882,Nairobi / Jomo Kenyatta (NBO/HKJK),Guangzhou / Canton-Baiyun (CAN/ZGGG),16:30:00,9:00:00,11:30:00,Kenya Airways (KQ/KQA),Boeing 787-8 (B788),,,0,0,0,5,3598,478,445,2087
2020/3/12,KQ883,Guangzhou / Canton-Baiyun (CAN/ZGGG),Nairobi / Jomo Kenyatta (NBO/HKJK),1:00:00,7:30:00,11:30:00,Kenya Airways (KQ/KQA),Boeing 787-8 (B788),,,0,0,0,1,478,3598,445,2087
2019/12/11,KR901,Phnom Penh / Pochentong (PNH/VDPP),Fuzhou / Fuzhou (FOC/ZSFZ),12:00:00,16:30:00,3:30:00,Karair (KR/KAR),Airbus A320-200 (A320),,,0,0,0,4,2362,909,1075,2059
2019/12/11,KR961,Phnom Penh / Pochentong (PNH/VDPP),Chengdu / Shuangliu (CTU/ZUUU),8:15:00,12:30:00,3:15:00,Karair (KR/KAR),Airbus A320-200 (A320),,,0,0,0,3,2362,633,1075,2059
2020/3/10,KU419,Kuwait / Kuwait (KWI/OKBK),Guangzhou / Canton-Baiyun (CAN/ZGGG),18:20:00,7:30:00,8:10:00,Kuwait Airways (KU/KAC),Boeing 777-300ER (B77W),,,0,0,0,,1538,478,424,2023
2019/11/15,KY8370,Bangkok / Suvarnabhumi (BKK/VTBS),Kunming / Kunming Changshui International Airport (KMG/ZPPP),12:30:00,15:40:00,2:10:00,Kunming Airlines (KY/KNA),Boeing 737-700 (B737),,,0,0,0,7,331,1457,1979,230
2019/11/16,KY8370,Bangkok / Suvarnabhumi (BKK/VTBS),Kunming / Kunming Changshui International Airport (KMG/ZPPP),12:30:00,15:50:00,2:20:00,Linhas Aereas de Air Sao Tome And Principe (KY/EQL),Boeing 737-700 (B737),,,0,0,0,5,331,1457,269,230
2020/2/11,LH728,Frankfurt am Main / Frankfurt (FRA/EDDF),Shanghai / Pudong (PVG/ZSPD),17:10:00,9:55:00,10:45:00,Lufthansa (LH/DLH),Boeing 747-8 (B748),,,0,0,0,1,919,3653,239,2104
2020/2/12,LH728,Frankfurt am Main / Frankfurt (FRA/EDDF),Shanghai / Pudong (PVG/ZSPD),17:10:00,9:55:00,10:45:00,Lufthansa (LH/DLH),Boeing 747-8 (B748),,,0,0,0,3,919,3653,239,2104
2020/5/1,LH780,Frankfurt am Main / Frankfurt (FRA/EDDF),Nanjing / Nanjing (NKG/ZSNJ),18:40:00,11:05:00,10:25:00,Lufthansa (LH/DLH),Airbus A340-300 (A343),,,0,0,0,7 (748->343),919,2066,239,34
2019/12/21,LJ171,Jeju / Jeju International (CJU/RKPC),Xian / Xianyang (XIY/ZLXY),8:35:00,11:30:00,3:55:00,Sierra National Airlines (LJ/SLA),Boeing 737-800 (B738),,,0,0,0,4,565,3280,712,231
2019/12/21,LJ171,Jeju / Jeju International (CJU/RKPC),Xian / Xianyang (XIY/ZLXY),9:30:00,11:30:00,3:00:00,Sierra National Airlines (LJ/SLA),Boeing 737-800 (B738),,,0,0,0,6,565,3280,712,231
2020/1/11,LO93,Warsaw / Chopin (Okecie) (WAW/EPWA),Tianjin / Binhai (TSN/ZBTJ),17:15:00,9:00:00,9:45:00,LOT (LO/LOT),Boeing 787-9 (B789),,,0,0,0,3,3142,3023,483,2088
2019/12/12,LQ884,Phnom Penh / Pochentong (PNH/VDPP),Xian / Xianyang (XIY/ZLXY),9:05:00,14:35:00,4:30:00,Lebanese Air Transport (LQ/LAQ),Airbus A321 (A321),,,0,0,0,1,2362,3280,460,28
2019/12/11,LQ908,Phnom Penh / Pochentong (PNH/VDPP),Guangzhou / Canton-Baiyun (CAN/ZGGG),21:45:00,1:40:00,2:55:00,Lebanese Air Transport (LQ/LAQ),Airbus A321-200 (A321),,,0,0,0,5,2362,478,460,2076
2020/2/11,LX188,Zurich / Kloten (ZRH/LSZH),Shanghai / Pudong (PVG/ZSPD),10:45:00,4:45:00,12:00:00,Swiss International Airlines (LX/SWR),Boeing 777-300ER (B77W),,,0,0,0,7,3548,3653,741,2023
2019/8/1,MF802,Sydney / Kingsford Smith (SYD/YSSY),Xiamen / Gaoqi (XMN/ZSAM),11:15:00,18:55:00,9:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,2834,3285,215,2088
2019/8/2,MF802,Sydney / Kingsford Smith (SYD/YSSY),Xiamen / Gaoqi (XMN/ZSAM),11:15:00,18:55:00,9:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,7,2834,3285,215,2088
2020/4/1,MF806,Vancouver / Vancouver (YVR/CYVR),Xiamen / Gaoqi (XMN/ZSAM),1:20:00,5:10:00,12:50:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,3466,3285,215,2088
2020/4/2,MF806,Vancouver / Vancouver (YVR/CYVR),Xiamen / Gaoqi (XMN/ZSAM),1:20:00,5:10:00,12:50:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,3466,3285,215,2088
2020/4/11,MF810,Tokyo / Narita (NRT/RJAA),Fuzhou / Fuzhou (FOC/ZSFZ),15:30:00,17:50:00,3:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,2105,909,215,2088
2020/4/12,MF810,Tokyo / Narita (NRT/RJAA),Fuzhou / Fuzhou (FOC/ZSFZ),15:30:00,17:50:00,3:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,5,2105,909,215,2088
2020/4/1,MF812,Amsterdam / Schiphol (AMS/EHAM),Xiamen / Gaoqi (XMN/ZSAM),21:10:00,13:50:00,10:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,122,3285,215,2088
2020/4/2,MF812,Amsterdam / Schiphol (AMS/EHAM),Xiamen / Gaoqi (XMN/ZSAM),21:10:00,13:50:00,10:40:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,6,122,3285,215,2088
2020/4/1,MF816,Tokyo / Narita (NRT/RJAA),Xiamen / Gaoqi (XMN/ZSAM),15:35:00,18:40:00,4:05:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,2,2105,3285,215,2088
2019/11/21,MF820,Manila / Ninoy Aquino International (MNL/RPLL),Xiamen / Gaoqi (XMN/ZSAM),17:30:00,19:55:00,2:25:00,Xiamen Airlines (MF/CXA),Boeing 737-800 (B738),,,0,0,0,5,1898,3285,215,231
2020/4/1,MF830,Los Angeles / Los Angeles International (LAX/KLAX),Xiamen / Gaoqi (XMN/ZSAM),22:10:00,5:10:00,14:15:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,,1559,3285,215,2088
2020/4/2,MF830,Los Angeles / Los Angeles International (LAX/KLAX),Xiamen / Gaoqi (XMN/ZSAM),22:10:00,5:10:00,14:15:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,,1559,3285,215,2088
2019/11/11,MF834,Bangkok / Suvarnabhumi (BKK/VTBS),Xiamen / Gaoqi (XMN/ZSAM),12:55:00,17:10:00,3:15:00,Xiamen Airlines (MF/CXA),Boeing 737-800 (B738),,,0,0,0,1,331,3285,215,231
2020/4/1,MF848,Kuala Lumpur / Kuala Lumpur International (KUL/WMKK),Xiamen / Gaoqi (XMN/ZSAM),15:40:00,20:00:00,4:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,5,1527,3285,215,2088
2019/11/1,MF852,Singapore / Changi (SIN/WSSS),Xiamen / Gaoqi (XMN/ZSAM),15:10:00,19:30:00,4:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,2672,3285,215,2088
2019/11/21,MF856,Jakarta / Soekarno Hatta (CGK/WIII),Fuzhou / Fuzhou (FOC/ZSFZ),12:50:00,19:10:00,5:20:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,4,534,909,215,2088
2019/12/1,MF8692,Phnom Penh / Pochentong (PNH/VDPP),Xiamen / Gaoqi (XMN/ZSAM),12:15:00,16:10:00,2:55:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,3,2362,3285,215,2088
2020/4/1,MF872,Seoul / Incheon (ICN/RKSI),Xiamen / Gaoqi (XMN/ZSAM),13:45:00,15:45:00,3:00:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,1,3602,3285,215,2088
2020/4/2,MF872,Seoul / Incheon (ICN/RKSI),Xiamen / Gaoqi (XMN/ZSAM),13:45:00,15:50:00,3:05:00,Xiamen Airlines (MF/CXA),Boeing 787-9 (B789),,,0,0,0,6,3602,3285,215,2088
